x,FittedCDF
0.05,0
0.0503338898163606,0.00883477638765575
0.0506677796327212,0.0147501389950321
0.0510016694490818,0.0199071499521114
0.0513355592654424,0.0246261581308111
0.051669449081803,0.0290441074764702
0.0520033388981636,0.0332360680004152
0.0523372287145242,0.0372489739585879
0.0526711185308848,0.0411147084436266
0.0530050083472454,0.0448562138787763
0.053338898163606,0.0484907148146011
0.0536727879799666,0.0520315719025053
0.0540066777963272,0.055489420574293
0.0543405676126878,0.0588729071876867
0.0546744574290484,0.062189185011992
0.055008347245409,0.0654442599777842
0.0553422370617696,0.0686432386824256
0.0556761268781302,0.0717905106644209
0.0560100166944908,0.0748898852072019
0.0563439065108514,0.0779446959090645
0.056677796327212,0.0809578819089515
0.0570116861435726,0.0839320518844121
0.0573455759599332,0.0868695351208095
0.0576794657762938,0.0897724227315731
0.0580133555926544,0.0926426012737819
0.058347245409015,0.0954817804198648
0.0586811352253756,0.0982915159316695
0.0590150250417362,0.101073228884033
0.0593489148580968,0.103828221866071
0.0596828046744574,0.106557692726095
0.060016694490818,0.109262746304264
0.0603505843071786,0.111944404504688
0.0606844741235392,0.114603614987883
0.0610183639398998,0.117241258709671
0.0613522537562604,0.119858156489858
0.061686143572621,0.122455074760362
0.0620200333889816,0.125032730615759
0.0623539232053422,0.127591796267882
0.0626878130217028,0.130132902988988
0.0630217028380634,0.132656644614069
0.063355592654424,0.135163580661636
0.0636894824707847,0.137654239123013
0.0640233722871452,0.140129118962548
0.0643572621035058,0.142588692364887
0.0646911519198664,0.145033406760141
0.065025041736227,0.147463686653466
0.0653589315525877,0.149879935281852
0.0656928213689482,0.152282536117827
0.0660267111853089,0.154671854237186
0.0663606010016695,0.157048237565605
0.0666944908180301,0.159412018017113
0.0670283806343906,0.16176351253577
0.0673622704507513,0.164103024050531
0.0676961602671119,0.166430842352032
0.0680300500834725,0.16874724489906
0.0683639398998331,0.171052497561519
0.0686978297161937,0.173346855305972
0.0690317195325543,0.175630562829128
0.0693656093489149,0.177903855144078
0.0696994991652755,0.180166958123552
0.0700333889816361,0.182420089004025
0.0703672787979967,0.1846634568541
0.0707011686143573,0.186897263010228
0.0710350584307179,0.189121701482558
0.0713689482470785,0.191336959333383
0.0717028380634391,0.193543217030436
0.0720367278797997,0.19574064877708
0.0723706176961603,0.197929422821211
0.0727045075125209,0.200109701744564
0.0730383973288815,0.202281642733909
0.0733722871452421,0.204445397835548
0.0737061769616027,0.206601114194332
0.0740400667779633,0.20874893427837
0.0743739565943239,0.210888996090459
