Racc_inv,kt,eps_t,tc,bc,CO2ppm,RH,tw,bw,pSR,theta_xc,T_K
1.8286421444969e-10,1.01205222182543,1.05634809212038e-11,1.49148873385796,-0.551911013782962,387.625415047436,72.9737879984724,0.157290492160188,0.525243614920749,0.0642623757295592,1.51850474115012,283.25
1.28986500202907e-10,1.23314575911644,9.79769162602726e-12,1.7505720749422,-0.537327203365831,388.314596013054,73.0712682088405,0.158786712236543,0.573249519698771,0.0642793695702993,1.15255816640861,283.25
1.47573316447651e-10,1.31086988175707,1.09748088630595e-11,1.35978810150718,-0.599159084725753,393.60177671426,73.6706312984259,0.168423400123628,0.590509768354115,0.214047579507007,1.19021052610458,283.25
1.04522418999486e-10,1.44134785117614,1.01930645566422e-11,1.31129413585116,-0.605172739662013,391.405915567302,72.143181132101,0.146236687528529,0.422171915616915,0.0564237063498642,1.57465870510222,283.25
1.30992867661388e-10,1.80840634806279,7.92172820895333e-12,2.2700926387049,-0.565389559693842,389.413167421766,74.3262553198048,0.171309757133719,0.600326688859414,0.0625710553818744,1.52372569657835,283.25
1.64759731910569e-10,2.09528205795577,1.02666291856552e-11,2.04014720599786,-0.560748571509008,398.067719177462,73.6834977595882,0.172731257127482,0.611637010207243,0.180850387805796,1.41108391831164,283.25
2.04330035992973e-10,1.64105738025874,8.80369633114166e-12,1.17375541920857,-0.551699797000892,386.77581820714,69.3204912029167,0.175474810084808,0.588861743089111,0.15505892821182,0.932677684852075,283.25
2.09321427582793e-10,1.30047340845496,1.24716486272421e-11,1.0249727493449,-0.573504397927109,396.05502496359,78.0747860703938,0.145059150756129,0.560257957162589,0.0978629262770592,1.3595814432732,283.25
1.34563252713856e-10,1.59463763965389,1.08577719681357e-11,1.47255243696449,-0.582497935716098,397.375145608194,77.2372311872972,0.166723687159315,0.842782472464544,0.212286627142309,1.27048061705007,283.25
2.40163400418611e-10,1.59295090541493,1.0248200645043e-11,1.0696351266502,-0.574168963105492,392.102651808586,75.7412792242905,0.129927102176217,0.66084972004432,0.157854659354769,0.980973954863021,283.25
1.66079137402675e-10,1.78855146429141,7.98624598154681e-12,2.31619001164303,-0.55184586455817,390.138348439265,72.9799108882641,0.162779862659685,0.68142515888483,0.0660002525605412,1.31376409813288,283.25
2.2162462293532e-10,1.0429494595688,9.52125809629656e-12,1.32383631362847,-0.555025377428028,393.732032819327,76.1402528414076,0.171335330609611,0.540717849343014,0.093922904987125,1.59072612572839,283.25
1.82011842315225e-10,1.39428878936615,8.16831031361516e-12,1.2263072611425,-0.571072779835074,387.935006668901,76.0582832360872,0.148336653391051,0.507240110977276,0.16484233537316,1.4727178232037,283.25
1.71908410687449e-10,1.49049259765711,1.05606361703609e-11,1.23184765414278,-0.558410115394086,392.192303201816,76.2028062252524,0.158906998468951,0.685444292543093,0.189764250180061,1.10506912487698,283.25
2.58348085645023e-10,1.67176309665669,1.0155771619234e-11,2.23763619707148,-0.554723693839019,384.679757740445,70.0247040590646,0.19058135584802,0.472921264607719,0.0539969013076874,1.13441331262991,283.25
1.81536574055016e-10,1.26366233184307,1.22727940600497e-11,1.03935565980814,-0.583559461619764,395.315996687854,78.1862188625485,0.14797403833503,0.502391971177105,0.0918977142464284,1.34345758864795,283.25
1.36189437467201e-10,1.38264871689869,1.0358118849911e-11,1.63877047760986,-0.605300954906603,389.710862462005,75.9467335912775,0.155944139709904,0.618568164955318,0.174906102131542,1.41767393953119,283.25
2.7079183204162e-10,1.65044865593792,9.41267077143572e-12,1.00646890438749,-0.592467582455216,392.547757498867,77.9532826847949,0.154856042867571,0.80903520561171,0.186418728243534,0.959566972914855,283.25
9.665298634013e-11,1.53192694070477,8.82258607784299e-12,1.00865470269827,-0.563166572609271,397.663915867219,78.1880432898034,0.148927754113844,0.854880233186832,0.184049307179274,1.39303231204476,283.25
1.3176299168576e-10,1.29786440898969,1.06460818828502e-11,1.01526551404463,-0.579790277414132,389.98714239597,74.571539562289,0.150240787119664,0.507055664337135,0.0721247321449247,1.22023795937769,283.25
2.11279901281123e-10,1.05320010447338,1.12258020205494e-11,1.76480153750444,-0.567635895322762,393.366849091402,76.9787185322958,0.147530969151406,0.625581754922961,0.144024096447854,1.42772709359486,283.25
1.51718635477172e-10,1.59510086799731,1.27065229491598e-11,1.0455931109694,-0.570657122151488,392.457244213867,74.5937954807249,0.162952519082856,0.648438564776421,0.15620364495422,1.14346225248748,283.25
1.22105238221726e-10,1.57479011770741,1.03460104878136e-11,1.50185600352466,-0.579224624157936,396.962898169669,76.8585969806362,0.156856862196632,0.858111738279589,0.222561771648408,1.26283778727269,283.25
1.65824748980476e-10,1.38478207093747,1.02214102011268e-11,1.96905623508605,-0.581849789876926,387.583847154366,72.3419054431279,0.137309434126823,0.658315037271397,0.164338506161469,1.37612728087866,283.25
2.47815521717725e-10,1.25807307874857,8.81017912436651e-12,1.0046496145718,-0.589799415202901,394.85460540391,75.5890784370942,0.160675900073901,0.639117008608456,0.204607297835929,0.980683087622792,283.25
1.28875385361572e-10,1.52094015921226,9.23446500067409e-12,2.23925409416601,-0.566024953578917,385.600394840128,69.5264814891184,0.174226199217997,0.595989204329214,0.0555388637687377,1.30267131696928,283.25
9.79576648492239e-11,1.84863514716265,8.41381786159032e-12,1.03518746355242,-0.576467609457593,395.388523999775,77.4585949656103,0.144752280705145,0.732207964064083,0.217580569199564,1.19930950633971,283.25
1.68250033504666e-10,1.04614837072572,1.03709921712058e-11,1.00572350151602,-0.557209852966168,395.014607745747,79.1130244711113,0.137949952503148,0.69741802612737,0.102196713852978,1.29681195502777,283.25
1.32237240958939e-10,1.11937116976885,1.07823801726856e-11,1.13291016756867,-0.604761460002273,388.103287346343,72.7075024976958,0.162927437550952,0.684178711630471,0.111633526212289,1.26974667753812,283.25
2.0245503909974e-10,0.853756709551329,9.57006457408737e-12,1.01489119502838,-0.610656098872799,389.524550272093,74.3604642528199,0.167587324978584,0.860454898098825,0.173809982886818,1.16126429176519,283.25
2.00079702075074e-10,1.48650340629667,1.05333164081367e-11,2.21746541020756,-0.554974979104747,384.006948016733,68.9780153256968,0.186689285702258,0.534252703867838,0.0511879445083978,1.15809000904646,283.25
1.73300622101971e-10,1.83363477410381,9.92809974975571e-12,1.52953124831026,-0.570192342594244,393.252547048423,73.5973648062756,0.143495294637543,0.516171161316417,0.216907803288192,1.48556589819525,283.25
