x,Fx
0.0448803208459821,1e-05
0.044887576026893,2e-05
0.0448885830469774,3e-05
0.0448956922757013,4e-05
0.0449003294902275,5e-05
0.0449023619634552,6e-05
0.0449042522829502,7e-05
0.0449074832645794,8e-05
0.0449082519876578,9e-05
0.0449109300806234,0.0001
0.0449117506344725,0.00011
0.0449130357890342,0.00012
0.0449167013797148,0.00013
0.0449183850314354,0.00014
0.0449186031015579,0.00015
0.0449198912410175,0.00016
0.0449205281697016,0.00017
0.0449212586395114,0.00018
0.0449255119087956,0.00019
0.0449263844683403,0.0002
0.0449267708194303,0.00021
0.0449286431128352,0.00022
0.0449337448541539,0.00023
0.0449350338432829,0.00024
0.0449352705179189,0.00025
0.0449357484148061,0.00026
0.0449378469103493,0.00027
0.0449385073759383,0.00028
0.0449407379334296,0.00029
0.0449412345980594,0.0003
0.0449429845536098,0.00031
0.0449436597257407,0.00032
0.0449440235294842,0.00033
0.0449444257476294,0.00034
0.0449447026174153,0.00035
0.0449455116954427,0.00036
0.0449467162071556,0.00037
0.0449476265356414,0.00038
0.0449479964525866,0.00039
0.0449480498881605,0.0004
0.0449486898374327,0.00041
0.0449494183883818,0.00042
0.044949971254158,0.00043
0.0449503416579484,0.00044
0.0449514809242291,0.00045
0.0449515846790093,0.00046
0.0449518823141599,0.00047
0.0449526915361814,0.00048
0.0449539397965358,0.00049
0.0449543750336521,0.0005
0.0449545315628341,0.00051
0.044955347612261,0.00052
0.044955395029801,0.00053
0.0449554280517929,0.00054
0.0449554716015834,0.00055
0.044956541249527,0.00056
0.0449596489559019,0.00057
0.0449598286757594,0.00058
0.0449606968428632,0.00059
0.044962076629464,0.0006
0.0449624076422027,0.00061
0.0449636635983282,0.00062
0.0449638129495264,0.00063
0.0449643530571368,0.00064
0.0449649728840787,0.00065
0.0449657266427929,0.00066
0.04496657147149,0.00067
0.0449667750721971,0.00068
0.0449672431500929,0.00069
0.0449694759292624,0.0007
0.0449695307405654,0.00071
0.0449705362097154,0.00072
0.0449711310661145,0.00073
0.0449713652529459,0.00074
0.0449714246890484,0.00075
0.0449729066821307,0.00076
0.0449729504085076,0.00077
0.0449736410666149,0.00078
0.0449739132666629,0.00079
0.0449742102687826,0.0008
0.0449750408697875,0.00081
0.0449759013407546,0.00082
0.0449763269179313,0.00083
0.04497645177095,0.00084
0.0449774087721873,0.00085
0.0449777204704176,0.00086
0.0449792155775596,0.00087
0.0449793810269527,0.00088
0.0449795556723833,0.00089
0.0449803770515665,0.0009
0.0449812777413369,0.00091
0.0449816919272417,0.00092
0.0449819917873431,0.00093
0.0449823070844959,0.00094
0.0449824423581495,0.00095
0.04498280305784,0.00096
0.0449841415156303,0.00097
0.0449846294245008,0.00098
0.0449851550383963,0.00099
0.0449861448806223,0.001
0.044986792834958,0.00101
0.044988500537765,0.00102
0.0449887865592006,0.00103
0.0449892821585731,0.00104
0.0449905229738524,0.00105
0.0449905263635518,0.00106
0.0449912078824378,0.00107
0.0449915666876691,0.00108
0.0449921887061141,0.00109
0.0449926717173582,0.0011
0.0449938669284809,0.00111
0.0449948238423283,0.00112
0.0449993392000494,0.00113
0.0449995552778962,0.00114
0.044999808521298,0.00115
0.0449998097693327,0.00116
0.0450007893374706,0.00117
0.0450025047739075,0.00118
0.0450026908224848,0.00119
0.0450035977502374,0.0012
0.0450058848101983,0.00121
0.0450063169426112,0.00122
0.0450064668371522,0.00123
0.0450066039754201,0.00124
0.0450070691233964,0.00125
0.0450099577254312,0.00126
0.0450108037628963,0.00127
0.0450113461340961,0.00128
0.0450114915043906,0.00129
0.0450132212597871,0.0013
0.0450144214203347,0.00131
0.0450149728053188,0.00132
0.0450153049597417,0.00133
0.0450159121522516,0.00134
0.045016624095316,0.00135
0.0450166269303497,0.00136
0.0450172331099412,0.00137
0.0450196389856966,0.00138
0.0450205965607978,0.00139
0.0450209478174235,0.0014
0.0450225096474558,0.00141
0.0450231734383836,0.00142
0.0450246977883473,0.00143
0.0450262747131633,0.00144
0.0450268388692851,0.00145
0.045027965123425,0.00146
0.0450279681583695,0.00147
0.0450280202313785,0.00148
0.0450280679688396,0.00149
0.0450292383362409,0.0015
0.0450301942111872,0.00151
0.0450306519519877,0.00152
0.0450309250098106,0.00153
0.0450322578587809,0.00154
0.0450322953604039,0.00155
0.0450339303958358,0.00156
0.0450348635677877,0.00157
0.0450352327998221,0.00158
0.0450355684708438,0.00159
0.0450377100041874,0.0016
0.0450395536947391,0.00161
0.0450396416346804,0.00162
0.0450408844469069,0.00163
0.0450419355226465,0.00164
0.0450421895479398,0.00165
0.0450426967349482,0.00166
0.0450462960352429,0.00167
0.0450472889558582,0.00168
0.0450473858451002,0.00169
0.0450474900602485,0.0017
0.0450499908384742,0.00171
0.0450504764832581,0.00172
0.0450546072679874,0.00173
0.0450558492851339,0.00174
0.0450570718811779,0.00175
0.0450588570830804,0.00176
0.0450591791404782,0.00177
0.0450600604122004,0.00178
0.0450601839955014,0.00179
0.04506088622494,0.0018
0.0450613197876407,0.00181
0.0450616376832613,0.00182
0.0450622639096461,0.00183
0.045062511087317,0.00184
0.0450648241783241,0.00185
0.0450650461487873,0.00186
